abandon,"n. 放任；狂热
vt. 遗弃；放弃"
optimistic,adj. 乐观的；乐观主义的
option,n.  选项；选择权；买卖的特权
orbit,"n. 轨道；眼眶；势力范围；生活常规
vi. 盘旋；绕轨道运行
vt. 绕…轨道而行"
ordeal,n. 折磨；严酷的考验；痛苦的经验
orderly,"adj. 有秩序的；整齐的；值班的
n. 勤务兵；传令兵；护理员
adv. 顺序地；依次地"
organ,n.  器官；机构；风琴；管风琴；嗓音
organic,adj.  有机的；组织的；器官的；根本的
Orient,
orient,"vt. 使适应；确定方向；使朝东
n. 东方；东方诸国
adj. 东方的
vi. 向东"
oriental,"adj. 东方的；东方人的
n. 东方人"
original,"n. 原件；原作；原物；原型
adj. 原始的；最初的；独创的；新颖的"
originate,"vt. 引起；创作
vi. 发源；发生；起航"
ornament,"n. 装饰； 装饰物；教堂用品
vt. 装饰，修饰"
orthodox,"adj. 正统的；传统的；惯常的；东正教的
n. 正统的人；正统的事物"
outbreak,"n. （战争的）爆发；（疾病的）发作
vi. 爆发"
outlaw,"n. 歹徒；罪犯；亡命之徒；被剥夺法律保护者
vt. 宣布…为不合法；将…放逐；剥夺…的法律保护"
outlet,n. 出口，排放孔； 电源插座；销路；发泄的方法；批发商店
outline,"n. 轮廓；大纲；概要；略图
vt. 概述；略述；描画…轮廓"
outlook,"n. 展望；观点；景色
vt. 比……好看；用目光压倒
vi. 朝外看"
output,"n. 输出，输出量；产量；出产
vt. 输出"
outrage,"n. 愤怒，愤慨；暴行；侮辱
vt. 凌辱，强奸；对…施暴行；激起愤怒"
outset,n. 开始；开端
outstanding,"adj. 杰出的；显著的；未解决的；未偿付的
n. 未偿贷款"
oval,"adj. 椭圆的；卵形的
n. 椭圆形；卵形"
overall,"adj. 全部的；全体的；一切在内的
adv. 全部地；总的说来
n. 工装裤；罩衫"
overdue,adj. 过期的；迟到的；未兑的
overflow,"vi. 溢出；泛滥；充溢
n. 充满，洋溢；泛滥；超值；溢值
vt. 使溢出；使泛滥；使充溢"
overhead,"adv. 在头顶上；在空中；在高处
adj. 高架的；在头上的；在头顶上的
n. 天花板； 经常费用；间接费用；吊脚架空层"
overhear,"vt. 无意中听到；偷听
vi. 无意中听到；偷听到"
overlap,"n. 重叠；重复
vi. 部分重叠；部分的同时发生
vt. 与…重叠；与…同时发生"
overlook,"vt. 忽略；俯瞰；远眺；检查；高耸于…之上
n. 忽视；眺望"
overnight,"adv. 通宵；突然；昨晚
adj. 晚上的；通宵的；前夜的
n. 头天晚上；一夜的逗留
vt. 连夜快递
vi. 过一夜"
overseas,"adv. 在海外，海外
adj. 海外的，国外的"
overtake,"vt. 赶上；压倒；突然来袭
vi. 超车"
overthrow,"n. 推翻；倾覆；瓦解
vt. 推翻；打倒；倾覆"
overtime,"n.  加班时间；延长时间；加时赛
adj. 超时的；加班的
vt. 使超过时间
adv. 加班地"
overturn,"vt. 推翻；倾覆；破坏
vi. 推翻；倾覆
n. 倾覆；周转；破灭"
overweight,"adj. 超重的；过重的
vt. 使负担过重
n. 超重"
overwhelm,vt. 淹没；压倒；受打击；覆盖；压垮
owing,"adj. 未付的；欠着的
v. 欠；把…归功于（owe的ing形式）"
pact,n. 协定；公约；条约；契约
pad,"n. 衬垫；护具；便笺簿；填补
vi. 步行；放轻脚步走
vt. 填补；走"
painful,adj. 痛苦的；疼痛的；令人不快的
palm,"n. 手掌；棕榈树；掌状物
vt. 将…藏于掌中"
panel,"n. 仪表板；嵌板；座谈小组，全体陪审员
vt. 嵌镶板"
panic,"n. 恐慌，惊慌；大恐慌
adj. 恐慌的；没有理由的
vt. 使恐慌
vi. 十分惊慌"
panorama,n. 全景，全貌；全景画；概论
parade,"n. 游行；阅兵；炫耀；行进；阅兵场
vt. 游行；炫耀；列队行进
vi. 游行；炫耀；列队行进"
paradox,n. 悖论，反论；似非而是的论点；自相矛盾的人或事
parallel,"n. 平行线；对比
adj. 平行的；类似的，相同的
vt. 使…与…平行"
paralyse,vt. 使……无力；使……麻痹；使……瘫痪
paralyze,vt. 使麻痹；使瘫痪
parliament,n. 议会，国会
parlor,"n. 客厅；会客室；业务室
adj. 客厅的"
parlour,n. 客厅；会客室；雅座
partial,adj. 局部的；偏爱的；不公平的
participate,"vi. 参与，参加；分享
vt. 分享；分担
"
particle,n. 颗粒； 质点；极小量；小品词
particularly,adv. 特别地，独特地；详细地，具体地；明确地，细致地
parting,"n. 分手；分离；分界点
adj. 离别的；分开的；逝去的
v. 分开；断裂；离去（part的ing形式）"
partition,"n. 划分，分开； 分割；隔墙；隔离物
vt.  分割；分隔；区分"
passion,n. 激情；热情；酷爱；盛怒
passive,"n. 被动语态
adj. 被动的，消极的；被动语态的"
pastime,n. 娱乐，消遣
pat,"n. 轻拍；小块；轻拍声
adj. 恰好的；熟练的；合适的
vt. 轻拍
adv. 恰好；熟记地
vi. 轻拍"
patch,"n. 眼罩；斑点；碎片；小块土地
vi. 打补丁
vt. 修补；解决；掩饰"
patent,"n. 专利权；执照；专利品
adj. 专利的；新奇的；显然的
vt. 授予专利；取得…的专利权"
pathetic,adj. 可怜的，悲哀的；感伤的；乏味的
patience,n. 耐性，耐心；忍耐，容忍
patriot,n. 爱国者
patrol,"n. 巡逻；巡逻队；侦察队
vt. 巡逻；巡查
vi. 巡逻；巡查"
pave,vt. 铺设；安排；作铺设之用
payment,n. 付款，支付；报酬，报答；偿还；惩罚，报应
payoff,"adj. 支付的；决定性的；产生结果的
n. 报酬；结果；发工资；结算"
pearl,"n. 珍珠；珍珠色；杰出者；珍品
adj. 镶珍珠的；珍珠状的
vt. 使成珠状；用珍珠装饰；使呈珍珠色
vi. 采珍珠；成珍珠状"
peculiar,"n. 特权；特有财产
adj. 特殊的；独特的；奇怪的；罕见的"
pedal,"n. 踏板；脚蹬子
vi. 踩踏板；骑车
vt. 骑（自行车）；踩……的踏板
adj. 脚的；脚踏的"
peddle,"vt. 叫卖；兜售；散播
vi. 沿街叫卖；忙于琐事"
peel,"n. 皮
v. 剥，剥落；削"
peep,"n. 偷看；隐约看见，瞥见
vi. 窥视；慢慢露出，出现；吱吱叫
vt. 使出现"
peer,"vt. 封为贵族；与…同等
vi. 凝视，盯着看；窥视
n. 贵族；同等的人；同龄人"
penalty,n. 罚款，罚金；处罚
pendent,adj. 悬而未决的；下垂的；未定的；向外伸出的
pendulum,n. 钟摆；摇锤；摇摆不定的事态
penetrate,"vi. 渗透；刺入；看透
vt. 渗透；穿透；洞察"
peninsula,n. 半岛
pension,"n. 退休金，抚恤金；津贴；膳宿费
vt. 发给养老金或抚恤金"
per,prep. 每；经；按照；每一
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
percentage,n. 百分比；百分率，百分数
perch,"n. 鲈鱼; 高位；栖木；杆
vt. 栖息；就位；位于；使坐落于
vi. 栖息；就位；位于"
perfection,n. 完善；完美
peril,"n. 危险；冒险
vt. 危及；置…于险境"
periodical,"n. 期刊；杂志
adj.  周期的；定期的"
permanent,"n. 烫发（等于permanent wave）
adj. 永久的，永恒的；不变的"
permission,n. 允许，许可
perpendicular,"n. 垂线；垂直的位置
adj. 垂直的，正交的；直立的；陡峭的"
perpetual,adj. 永久的；不断的；四季开花的；无期限的
perplex,vt. 使困惑，使为难；使复杂化
persecute,vt. 迫害；困扰；同…捣乱
persevere,vi. 坚持；不屈不挠；固执己见（在辩论中）
persist,"vi. 存留，坚持；持续，固执
vt. 坚持说，反复说"
persistent,adj. 固执的，坚持的；持久稳固的
personality,n. 个性；品格；名人
personnel,"n. 人事部门；全体人员
adj. 人员的；有关人事的"
perspective,"n. 观点；远景；透视图
adj. 透视的"
persuasion,n. 说服；说服力；信念；派别
persuasive,adj. 有说服力的；劝诱的，劝说的
pessimist,n. 悲观主义者
petition,"n. 请愿；请愿书；祈求； 诉状
vt. 请愿；请求；恳求
vi. 请愿；请求"
petty,adj. 琐碎的；小气的；小规模的
phase,"n. 月相
n. （月亮的）盈亏
n. 时期"
pierce,"vt. 刺穿；洞察；响彻；深深地打动
vi. 进入；透入"
plateau,"n. 高原
n.   普拉托
n. （活动或进程中的）稳定阶段，停滞时期
adj. 高原印第安人的"
plausible,adj. 貌似可信的，花言巧语的；貌似真实的，貌似有理的
pledge,"n. 保证，誓言；抵押；抵押品，典当物
vt. 保证，许诺；用……抵押；举杯祝……健康"
plot,"n. 情节；图；阴谋
vt. 密谋；绘图；划分；标绘
vi. 密谋；策划；绘制"
pluck,"n. 勇气；内脏；快而猛的拉
vt. 摘；拔；扯
vi. 拉；拽；扯"
plug,"n. 插头；塞子；栓
vt. 插入；塞住；接插头
vi. 塞住；用插头将与电源接通"
plump,"n. 扑通声
adj. 圆胖的，丰满的；鼓起的
vt. 使丰满；使鼓起；突然放下
adv. 沉重地；突然地
vi. 变丰满；鼓起"
plunder,"n. 抢夺；战利品；掠夺品
vt. 掠夺；抢劫；侵吞
vi. 掠夺；盗窃"
poise,"n. 平衡；姿势；镇静
vi. 平衡；准备好；悬着
vt. 使平衡；保持...姿势"
poisonous,adj. 有毒的；恶毒的；讨厌的
poke,"n. 戳；刺；袋子；懒汉
vt. 刺，捅；戳；拨开
vi. 刺，捅；戳；伸出；刺探；闲荡"
polar,"n. 极面；极线
adj. 极地的；两极的；正好相反的"
polish,
poll,"n. 投票；民意测验；投票数；投票所
adj. 无角的；剪过毛的；修过枝的
vt. 投票；剪短；对…进行民意测验；获得选票
vi. 投票"
ponder,"vi. 考虑；沉思
vt. 仔细考虑；衡量"
pop,abbr. 卖点广告（Point of Purchase）
popularity,n. 普及，流行；名气；受大众欢迎
portable,"n. 手提式打字机
adj. 手提的，便携式的；轻便的"
portion,"n. 部分；一份；命运
vt. 分配；给…嫁妆"
portrait,n. 肖像；描写；半身雕塑像
portray,vt. 描绘；扮演
pose,"vi. 摆姿势；佯装；矫揉造作
vt. 造成，形成；摆姿势；装模作样；提出…讨论
n. 姿势，姿态；装模作样"
positive,"n. 正数； 正片
adj. 积极的； 正的， 阳性的；确定的，肯定的；实际的，真实的；绝对的"
possess,vt. 控制；使掌握；持有；迷住；拥有，具备
possibility,n. 可能性；可能发生的事物
postpone,"vt. 使…延期；把…放在次要地位；把…放在后面
vi. 延缓，延迟；延缓发作"
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
poultry,"n. 家禽
家禽肉"
powerful,"adj. 强大的；强有力的
adv. 很；非常"
practicable,adj. 可用的；行得通的；可实行的
preach,"n. 说教
vt. 说教；讲道；鼓吹；传道；反复灌输
vi. 说教；讲道；鼓吹；宣扬"
precaution,"n. 预防，警惕；预防措施
vt. 警惕；预先警告"
precede,"vt. 领先，在…之前；优于，高于
vi. 领先，在前面"
precedent,"n. 先例；前例
adj. 在前的；在先的"
précis,
precise,adj. 精确的；明确的；严格的
predecessor,n. 前任，前辈
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
predominant,adj. 主要的；卓越的；支配的；有力的；有影响的
predominantly,adv. 主要地；显著地
preface,"n. 前言；引语
vt. 为…加序言；以…开始
vi. 作序"
preferable,adj. 更好的，更可取的；更合意的
preference,n. 偏爱，倾向；优先权
pregnant,adj. 怀孕的；富有意义的
prejudice,"n. 偏见；侵害
vt. 损害；使有偏见"
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
prelude,"n. 前奏；序幕；前奏曲
vt. 成为…的序幕；演奏…作为前奏曲
vi. 作为序曲；奏序曲"
premier,"n. 总理，首相
adj. 第一的；最初的"
premise,"n. 前提；上述各项；房屋连地基
vt. 引出，预先提出；作为…的前提
vi. 作出前提"
preoccupation,n. 全神贯注，入神；当务之急；关注的事物；抢先占据；成见
preparation,n. 预备；准备
preparatory,"n. 预科；预备学校
adj. 预备的"
prescribe,"vt. 规定；开处方
vi. 规定；开药方"
prescription,"n. 药方；指示；惯例
adj. 凭处方方可购买的"
presence,n. 存在；出席；参加；风度；仪态
presentation,n. 展示；描述，陈述；介绍；赠送
preserve,"n. 保护区；禁猎地；加工成的食品
vt. 保存；保护；维持；腌；禁猎"
preside,"vi. 主持，担任会议主席
vt. 管理"
presidential,adj. 总统的；首长的；统辖的
press,"n. 压；按；新闻；出版社； 印刷机
vt. 压；按；逼迫；紧抱
vi. 压；逼；重压"
pressure,"n. 压力；压迫， 压强
vt. 迫使；密封；使……增压"
prestige,n. 威望，声望；声誉
pretence,n. 假装；借口；虚伪
pretense,n. 借口；虚假；炫耀；自吹（等于pretence）
pretext,"n. 借口；托辞
vt. 以…为借口"
prevail,vi. 盛行，流行；战胜，获胜
previous,"adj. 以前的；早先的；过早的
adv. 在先；在…以前"
prey,"n. 捕食；牺牲者；被捕食的动物
vi. 捕食；掠夺；折磨"
prick,"n. 刺，扎；刺痛，刺伤；阴茎；锥
vt. 刺，戳；刺伤，刺痛；竖起
vi. 刺；竖起
adj. 竖起的"
prime,"n. 初期；青年；精华；全盛时期
adj. 主要的；最好的；基本的
vt. 使准备好；填装
vi. 作准备
adv. 极好地"
primitive,"n. 原始人
adj. 原始的，远古的；简单的，粗糙的"
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
priority,n. 优先；优先权； 优先次序；优先考虑的事
private,"n. 列兵；二等兵
adj. 私人的；私有的；私下的"
privilege,"n. 特权；优待
vt. 给与…特权；特免"
probability,n. 可能性；机率； 或然率
probe,"n. 探针；调查
vi. 调查；探测
vt. 探查；用探针探测"
procedure,n. 程序，手续；步骤
proceed,"vi. 开始；继续进行；发生；行进
n. 收入，获利"
process,"n. 过程，进行；方法，步骤；作用；程序；推移
adj. 经过特殊加工（或处理）的
vt. 处理；加工
vi. 列队前进"
procession,"n. 队伍，行列；一列，一排；列队行进
vt. 沿著……行进
vi. 列队行进"
proclaim,vt. 宣告，公布；声明；表明；赞扬
product,n. 产品；结果； 乘积；作品
productive,adj. 能生产的；生产的，生产性的；多产的；富有成效的
profession,n. 职业，专业；声明，宣布，表白
proficiency,n. 精通，熟练
proficient,"n. 精通；专家，能手
adj. 熟练的，精通的"
profile,"n. 侧面；轮廓；外形；剖面；简况
vt. 描…的轮廓；扼要描述
vi. 给出轮廓"
profit,"n. 利润；利益
vt. 有益于
vi. 获利；有益"
profitable,adj. 有利可图的；赚钱的；有益的
profound,adj. 深厚的；意义深远的；渊博的
progressive,"n. 改革论者；进步分子
adj. 进步的；先进的"
prohibit,vt. 阻止，禁止
prohibition,n. 禁止；禁令；禁酒；诉讼中止令
project,"n. 工程；计划；事业
vt. 设计；计划；发射；放映
vi. 设计；计划；表达；投射"
prolong,vt. 延长；拖延
prominent,adj. 突出的，显著的；杰出的；卓越的
promising,"v. 许诺，答应（promise的现在分词形式）
adj. 有希望的，有前途的"
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
prompt,"n. 提示；付款期限；DOS命令：改变DOS系统提示符的风格
adj. 敏捷的，迅速的；立刻的
vt. 提示；促进；激起；（给演员）提白
adv. 准时地"
proof,"n. 证明；证据；校样；考验；验证；试验
adj. 防…的；不能透入的；证明用的；耐…的
vt. 试验；校对；使不被穿透"
