enable,vt. 使能够，使成为可能；授予权利或方法
point,"n. 要点；得分；标点； 尖端
vt. 指向；弄尖；加标点于
vi. 表明；指向"
cross,"n. 交叉，十字；十字架，十字形物
adj. 交叉的，相反的；乖戾的；生气的
vt. 杂交；渡过；使相交
vi. 交叉；杂交；横过"
eager,adj. 渴望的；热切的；热心的
instant,"n. 瞬间；立即；片刻
adj. 立即的；紧急的；紧迫的"
instantly,"conj. 一…就…
adv. 立即地；马上地；即刻地"
force,"n. 力量；武力；军队；魄力
vt. 促使，推动；强迫；强加"
value,"n. 值；价值；价格；重要性；确切涵义
vt. 评价；重视；估价"
rush,"n. 冲进；匆促；急流；灯心草
adj. 急需的
vt. 使冲；突袭；匆忙地做；飞跃
vi. 冲；奔；闯；赶紧；涌现"
insist,"vi. 坚持，强调
vt. 坚持，强调"
apply,"vi. 申请；涂，敷；适用；请求
vt. 申请；涂，敷；应用"
such,adj. 这样的，如此的
matter,"n. 物质；事件
vi. 有关系；要紧"
knock,"vi. 敲；打；敲击
vt. 敲；打；敲击；批评
n. 敲；敲打；爆震声"
assume,"vt. 僭取；篡夺；夺取；擅用；侵占
vi. 假定；设想；承担；采取"
take on,"na. 担任(工作等)；较量；装(某种样子)；呈现(形势)
 承担；雇用；雇佣"
question,"n. 问题，疑问；询问；疑问句
vt. 询问；怀疑；审问
vi. 询问；怀疑；审问"
million,"n. 百万；无数
adj. 百万的；无数的
num. 百万"
subject,"n. 主题；科目； 主语；国民
adj. 服从的；易患…的；受制于…的
vt. 使…隶属；使屈从于…"
object,"n. 目标；物体；客体；宾语
vt. 提出…作为反对的理由
vi. 反对；拒绝"
help,"n. 帮助；补救办法；帮忙者；有益的东西
vt. 帮助；促进；治疗；补救
vi. 帮助；有用；招待"
helpful,adj. 有帮助的；有益的
survive,"vi. 幸存；活下来
vt. 幸存；生还；幸免于；比...活得长"
survival,n. 幸存，残存；幸存者，残存物
survivor,n. 幸存者；生还者；残存物
spend,"n. 预算
vt. 度过，消磨（时光）；花费；浪费；用尽
vi. 花钱；用尽，耗尽"
overcome,"vt. 克服；胜过
vi. 克服；得胜"
rely,vi. 依靠；信赖
reliable,"n. 可靠的人
adj. 可靠的；可信赖的"
return,"vi. 返回；报答
adj. 报答的；回程的；返回的
vt. 返回；报答
n. 返回；归还；回球"
cure,"n. 治疗；治愈； 疗法
vt. 治疗；治愈；使硫化；加工处理
vi. 治病；痊愈；受治疗；被硫化；被加工处理"
more,"adv. 更多；此外；更大程度地
adj. 更多的；附加的
pron. 更多的数量
n. 更多"
necessary,"adj. 必要的；必需的；必然的
n. 必需品"
argue,"vi. 争论，辩论；提出理由
vt. 辩论，争论；证明；说服"
argument,n. 论证；论据；争吵；内容提要
hold,"n. 控制；保留
vi. 支持；有效；持续
vt. 持有；拥有；保存；拘留；约束或控制
又作“Hold住”使用，中英混用词汇，表示轻松掌控全局。
"
confidence,"n. 信心；信任；秘密
adj. （美）诈骗的；骗得信任的"
confident,adj. 自信的；确信的
ahead,"adj. 向前；在前的；领先
adv. 向前地；领先地；在（某人或某事物的）前面；预先；在将来，为未来"
purpose,"n. 目的；用途；意志
vt. 决心；企图；打算"
family,"n. 家庭；亲属；家族；子女；科；语族；族
adj. 家庭的；家族的；适合于全家的"
content,"n. 内容，目录；满足；容量
adj. 满意的
vt. 使满足"
make,"vt. 使得；进行；布置，准备，整理；制造；认为；获得；形成；安排；引起；构成
vi. 开始；前进；增大；被制造
n. 制造；构造；性情"
before,"prep. 在…之前，先于
conj. 在…以前；在…之前
adv. 以前；在前"
talk,"n. 谈话；演讲；空谈
vi. 谈话；说闲话
vt. 说；谈话；讨论"
better,"n. 长辈；较好者；打赌的人（等于bettor）
adj. 较好的
vt. 改善；胜过
adv. 更好的；更多的；较大程度地
vi. 变得较好"
live,"adj. 活的；生动的；实况转播的；精力充沛的
vt. 经历；度过
vi. 活；居住；生存"
living,"adj. 活的；现存的；活跃的；逼真的
n. 生活；生存；生计
v. 生活；居住（live的ing形式）；度过"
active,"n. 主动语态；积极分子
adj. 积极的；活跃的；主动的；有效的；现役的"
straight,"n. 直；直线；直男，直女，异性恋者
adj. 直的；连续的；笔直的；正直的；整齐的；异性恋的
adv. 直接地；不断地；立即；坦率地"
square,"n. 平方；广场；正方形
adj. 平方的；正方形的；直角的；正直的
vt. 使成方形；与…一致
vi. 一致；成方形
adv. 成直角地"
brave,"n. 勇士
adj. 勇敢的；华丽的
vt. 勇敢地面对"
performance,n. 性能；绩效；表演；执行；表现
review,"n. 回顾；复习；评论；检讨；检阅
vt. 回顾；检查；复审
vi. 回顾；复习功课；写评论"
drop,"n. 滴；落下；空投；微量；滴剂
vt. 滴；使降低；使终止；随口漏出
vi. 下降；终止"
hope,"n. 希望；期望；信心
vi. 希望；期待；信赖
vt. 希望；期望"
communicate,"vi. 通讯，传达；相通；交流；感染
vt. 传达；感染；显露"
communication,n. 通讯， 通信；交流；信函
cheat,"n. 欺骗，作弊；骗子
vt. 欺骗；骗取
vi. 欺骗；作弊"
lie,"vi. 躺；说谎；位于；展现
vt. 谎骗
n. 谎言；位置"
direction,n. 方向；指导；趋势；用法说明
influence,"n. 影响；势力；感化；有影响的人或事
vt. 影响；改变"
share,"n. 份额；股份
vt. 分享，分担；分配
vi. 共享；分担"
exchange,"n. 交换；交流；交易所；兑换
vt. 交换；交易；兑换
vi. 交换；交易；兑换"
long,"n. 长时间； 长音节；（服装的）长尺寸；长裤
adj. 长的；过长的；做多头的；长时间的；冗长的，长音
vi. 渴望；热望
adv. 长期地；始终"
permit,"n. 许可证，执照
vt. 许可；允许
vi. 许可；允许"
custom,"n. 习惯，惯例；风俗；海关，关税；经常光顾；（经常性的）顾客
adj. （衣服等）定做的，定制的"
prove,"vi. 证明是
vt. 证明；检验；显示"
store,"n. 商店；储备，贮藏；仓库
vt. 贮藏，储存"
responsible,adj. 负责的，可靠的；有责任的
irresponsible,adj. 不负责任的；不可靠的
responsibility,n. 责任，职责；义务
approach,"n. 方法；途径；接近
vt. 接近；着手处理
vi. 靠近"
range,"n. 范围；幅度；排；山脉
vt. 漫游；放牧；使并列；归类于；来回走动
vi. （在...内）变动；平行，列为一行；延伸；漫游；射程达到"
fold,"n. 折痕；信徒；羊栏
vt. 折叠；合拢；抱住；笼罩
vi. 折叠起来；彻底失败"
pass,"n. 及格；经过；护照；途径；传球
vt. 通过；经过；传递
vi. 经过；传递；变化；终止"
stare,"n. 凝视；注视
vt. 凝视，盯着看
vi. 凝视，盯着看；显眼"
doubt,"n. 怀疑；疑问；疑惑
v. 怀疑；不信；恐怕；拿不准"
enter,"n.  输入；回车
vt. 进入；开始；参加
vi. 参加，登场；进去"
lonely,"adj. 寂寞的；偏僻的
n. 孤独者"
personnel,"n. 人事部门；全体人员
adj. 人员的；有关人事的"
aboard,"prep. 在…上
adv. 在飞机上； 在船上；在火车上"
fantasy,"n. 幻想；白日梦；幻觉
adj. 虚幻的
vt. 空想；想像
vi. 耽于幻想；奏幻想曲（等于phantasy）"
hence,adv. 因此；今后
swear,"n. 宣誓；诅咒
vt. 发誓；咒骂
vi. 发誓，宣誓；诅咒"
jam,"n. 果酱；拥挤；困境；扣篮
vt. 使堵塞；挤进，使塞满；混杂；压碎
vi. 堵塞；轧住"
absence,n. 没有；缺乏；缺席；不注意
absolute,"n. 绝对；绝对事物
adj. 绝对的；完全的；专制的"
absolutely,adv. 绝对地；完全地
carriage,n. 运输；运费；四轮马车；举止；客车厢
disagreement,n. 不一致；争论；意见不同
backwards,adv. 倒；向后；逆
backward,"adj. 向后的；反向的；发展迟缓的
adv. 向后地；相反地"
unconscious,adj. 无意识的；失去知觉的；不省人事的；未发觉的
acknowledge,vt. 承认；答谢；报偿；告知已收到
pension,"n. 退休金，抚恤金；津贴；膳宿费
vt. 发给养老金或抚恤金"
adult,"n. 成年人
adj. 成年的；成熟的"
rainbow,"n. 彩虹；五彩缤纷的排列；幻想
adj. 五彩缤纷的；彩虹状的
vt. 使呈彩虹状；如彩虹般装饰
vi. 呈彩虹状"
affair,n. 事情；事务；私事；（尤指关系不长久的）风流韵事
religion,n. 宗教；宗教信仰
religious,"n. 修道士；尼姑
adj. 宗教的；虔诚的；严谨的；修道的"
calligraphy,n. 书法；笔迹
porridge,"n. 粥，糊；麦片粥
vt. 服刑"
component,"n. 成分；组件； 元件
adj. 组成的，构成的"
fare,"n. 票价；费用；旅客；食物
vi. 经营；进展；遭遇；过活"
aloud,adv. 大声地；出声地
engineer,"n. 工程师；工兵；火车司机
vt. 设计；策划；精明地处理
vi. 设计；建造"
crash,"n. 撞碎；坠毁；破产；轰隆声；睡觉
vi. 摔碎；坠落；发出隆隆声；(金融企业等)破产
vt. 打碎；使坠毁、撞坏；擅自闯入"
academic,"n. 大学生，大学教师；学者
adj. 学术的；理论的；学院的"
academy,n. 学院；研究院；学会；专科院校
ambition,"n. 野心，雄心；抱负，志向
vt. 追求；有…野心"
wedding,"n. 婚礼，婚宴；结婚；结合
v. 与…结婚（wed的ing形式）"
contribute,"vt. 贡献，出力；投稿；捐献
vi. 贡献，出力；投稿；捐献
"
contribution,n. 贡献；捐献；投稿
amuse,vt. 娱乐；消遣；使发笑；使愉快
annual,"n. 年刊，年鉴；一年生植物
adj. 年度的；每年的"
ripe,"adj. 熟的，成熟的；时机成熟的
vt. 搜查；调查
vi. 进行搜查"
anyway,adv. 无论如何，不管怎样；总之
anyhow,adv. 总之；无论如何；不管怎样
depress,vt. 压抑；使沮丧；使萧条
depression,n. 沮丧；洼地；不景气；忧愁；低气压区
dominate,"vt. 控制；支配；占优势；在…中占主要地位
vi. 占优势；处于支配地位"
classify,vt. 分类；分等
discrimination,n. 歧视；区别，辨别；识别力
wound,"n. 创伤，伤口
vt. 使受伤
vi. 受伤，伤害"
bark,"n. 树皮；深青棕色；毛皮；皮肤；狗叫
vt. 狗叫；尖叫；剥皮"
arise,vi. 出现；上升；起立
civilisation,n. （英）文明（等于civilization）
altogether,"n. 整个；裸体
adv. 完全地；总共；总而言之"
cafeteria,n. 自助餐厅
opponent,"n. 对手；反对者；敌手
adj. 对立的；敌对的"
arrest,"n. 逮捕；监禁
vt. 逮捕；阻止；吸引"
addict,"n. 有瘾的人；入迷的人
vt. 使沉溺；使上瘾"
addicted,"v. 使…上瘾（addict的过去分词）
adj. 沉溺于某种（尤其是不良的）嗜好的；入了迷的，上了瘾的"
pancake,"n. 薄烤饼；粉饼；平降（全称pancake landing）
vt. 使平坠著陆；使平展
vi. 平坠着陆；平展"
aside,"prep. 在…旁边
n. 旁白；私语，悄悄话；离题的话
adv. 离开，撇开；在旁边"
crime,"n. 罪行，犯罪；罪恶；犯罪活动
vt. 控告……违反纪律"
assess,vt. 评定；估价；对…征税
grill,"n. 烤架，铁格子；烤肉
vi. 拷问，严加盘问
vt. 烧，烤；"
odd,"adj. 奇数的；古怪的；剩余的；临时的；零散的
n. 奇数；怪人；奇特的事物"
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
intervention,n. 介入；调停；妨碍
beneath,"prep. 在…之下
adv. 在下方"
award,"n. 奖品；判决
vt. 授予；判定"
motion,"n. 动作；移动；手势；请求；意向；议案
vi. 运动；打手势
vt. 运动；向…打手势"
enterprise,n. 企业；事业；进取心；事业心
graduation,n. 毕业；毕业典礼；刻度，分度；分等级
cruel,adj. 残酷的，残忍的；使人痛苦的，让人受难的；无情的，严酷的
franc,"n. 法郎
法郎体系"
forehead,n. 额，前额
stability,n. 稳定性；坚定，恒心
awful,adj. 可怕的；极坏的；使人敬畏的
terrible,"adj. 可怕的；很糟的；令人讨厌的
adv. 很，非常"
confident,adj. 自信的；确信的
confidence,"n. 信心；信任；秘密
adj. （美）诈骗的；骗得信任的"
current,"n. （水，气，电）流；趋势；涌流
adj. 现在的；流通的，通用的；最近的；草写的"
volume,"n. 量；体积；卷；音量；大量；册
adj. 大量的
vt. 把…收集成卷
vi. 成团卷起"
ban,"n. 禁令，禁忌
vt. 禁止，取缔"
abolish,vt. 废除，废止；取消，革除
battle,"n. 战役；斗争
vt. 与…作战
vi. 斗争；作战"
seminar,n. 讨论会，研讨班
canteen,n. 食堂，小卖部；水壶
customer,n. 顾客；家伙
crop,"n. 产量；农作物；庄稼；平头
vt. 种植；收割；修剪；剪短
vi. 收获"
collection,n. 采集，聚集； 征收；收藏品；募捐
camel,"n.  骆驼；打捞浮筒；工作作风官僚
adj. 驼色的；暗棕色的
vi. 工作刻板平庸"
adolescence,n. 青春期
adolescent,"n. 青少年
adj. 青春期的；未成熟的"
downtown,"n. 市中心区；三分线以外
adj. 市中心的
adv. 往闹市区；在市区"
damp,"n. 潮湿，湿气
adj. 潮湿的
vt. 使潮湿；使阻尼；使沮丧，抑制
vi. 减幅，阻尼；变潮湿"
tendency,n. 倾向，趋势；癖好
directory,"n.  目录；工商名录；姓名地址录
adj. 指导的；咨询的"
behalf,n. 代表；利益
awesome,adj. 令人敬畏的；使人畏惧的；可怕的；极好的
behavior,n. 行为，举止；态度；反应
behaviour,n. 行为；习性；运行状况（=behavior）
parrot,"n. 鹦鹉；学舌者，应声虫；机械模仿别人的人
vt. 机械地模仿"
souvenir,"n. 纪念品；礼物
vt. 把…留作纪念"
bite,"n. 咬；一口；咬伤；刺痛
abbr. 机内测试设备（Built-In Test Equipment）
vt. 咬；刺痛
vi. 咬；刺痛"
stimulate,"vi. 起刺激作用；起促进作用
vt. 刺激；鼓舞，激励"
bitter,"n. 苦味；苦啤酒
adj. 苦的；痛苦的；尖刻的；充满仇恨的
vt. 使变苦
adv. 激烈地；严寒刺骨地"
fortunate,adj. 幸运的；侥幸的；吉祥的；带来幸运的
fortune,"n. 财富；命运；运气
vt. 给予财富
vi. 偶然发生"
bleed,"vt. 使出血；榨取
vi. 流血；渗出；悲痛"
blood,"n. 血，血液；血统
vt. 从…抽血；使先取得经验"
discourage,vt. 阻止；使气馁
adore,"vt. 崇拜；爱慕；喜爱；极喜欢
vi. 崇拜；爱慕"
adorable,adj. 可爱的；可敬重的，值得崇拜的
tough,"n. 恶棍
adj. 艰苦的，困难的；坚强的，不屈不挠的；坚韧的，牢固的；强壮的，结实的
vt. 坚持；忍受，忍耐
adv. 强硬地，顽强地"
alcohol,n. 酒精，乙醇
alcoholic,"n. 酒鬼，酗酒者
adj. 酒精的，含酒精的"
sword,n. 刀，剑；武力，战争
glance,"n. 一瞥；一滑；闪光
vt. 扫视；瞥见；擦过
vi. 扫视，匆匆一看；反光；瞥闪，瞥见"
cancel,"vi. 取消，撤销
vt. 取消；删去
vi. 取消；相互抵消
n. 取消，撤销"
